pool_id,family,budget,strategy,rollouts_used,labels_used,cpu_units,selected_utility,regret_vs_oracle
heldout_deceptive_tail_20000,deceptive_tail,8,oracle_upper_bound,6,0,6,0.7464429407998833,0.0
heldout_deceptive_tail_20000,deceptive_tail,16,blind_more_rollouts,12,4,28,0.21437361197248667,0.5576604811291179
heldout_deceptive_tail_20000,deceptive_tail,16,audit_fewer_rollouts,1,4,17,0.5855194254946336,0.18651466760697089
heldout_deceptive_tail_20000,deceptive_tail,16,calibrated_lcb,12,4,28,0.6450404365625082,0.12699365653909633
heldout_deceptive_tail_20000,deceptive_tail,16,conservative_stop_block,1,4,17,0.5855194254946336,0.18651466760697089
heldout_deceptive_tail_20000,deceptive_tail,16,oracle_upper_bound,12,0,12,0.7720340931016045,0.0
heldout_deceptive_tail_20000,deceptive_tail,32,blind_more_rollouts,24,8,56,0.14203411321132137,0.651303835371263
heldout_deceptive_tail_20000,deceptive_tail,32,audit_fewer_rollouts,1,8,33,0.5831973453362901,0.21014060324629436
heldout_deceptive_tail_20000,deceptive_tail,32,calibrated_lcb,24,8,56,0.6522157261866098,0.1411222223959746
heldout_deceptive_tail_20000,deceptive_tail,32,conservative_stop_block,1,8,33,0.5831973453362901,0.21014060324629436
heldout_deceptive_tail_20000,deceptive_tail,32,oracle_upper_bound,24,0,24,0.7933379485825844,0.0
heldout_deceptive_tail_20000,deceptive_tail,64,blind_more_rollouts,48,16,112,0.11167031109279432,0.6981320881151979
heldout_deceptive_tail_20000,deceptive_tail,64,audit_fewer_rollouts,1,16,65,0.5918898939458993,0.21791250526209294
heldout_deceptive_tail_20000,deceptive_tail,64,calibrated_lcb,48,16,112,0.6629685368889593,0.14683386231903295
heldout_deceptive_tail_20000,deceptive_tail,64,conservative_stop_block,1,16,65,0.5918898939458993,0.21791250526209294
heldout_deceptive_tail_20000,deceptive_tail,64,oracle_upper_bound,48,0,48,0.8098023992079922,0.0
heldout_deceptive_tail_20001,deceptive_tail,8,blind_more_rollouts,6,2,14,0.3139346120489136,0.42579175085889565
heldout_deceptive_tail_20001,deceptive_tail,8,audit_fewer_rollouts,1,2,9,0.57883645155179,0.16088991135601927
heldout_deceptive_tail_20001,deceptive_tail,8,calibrated_lcb,6,2,14,0.7149886972663967,0.024737665641412554
heldout_deceptive_tail_20001,deceptive_tail,8,conservative_stop_block,1,2,9,0.57883645155179,0.16088991135601927
heldout_deceptive_tail_20001,deceptive_tail,8,oracle_upper_bound,6,0,6,0.7397263629078092,0.0
heldout_deceptive_tail_20001,deceptive_tail,16,blind_more_rollouts,12,4,28,0.19368200401967808,0.5684491134762638
heldout_deceptive_tail_20001,deceptive_tail,16,audit_fewer_rollouts,1,4,17,0.5777669638764176,0.1843641536195243
heldout_deceptive_tail_20001,deceptive_tail,16,calibrated_lcb,12,4,28,0.19763199496769177,0.5644991225282501
heldout_deceptive_tail_20001,deceptive_tail,16,conservative_stop_block,1,4,17,0.5777669638764176,0.1843641536195243
heldout_deceptive_tail_20001,deceptive_tail,16,oracle_upper_bound,12,0,12,0.7621311174959419,0.0
heldout_deceptive_tail_20001,deceptive_tail,32,blind_more_rollouts,24,8,56,0.12706531361652562,0.6493638359846832
heldout_deceptive_tail_20001,deceptive_tail,32,audit_fewer_rollouts,1,8,33,0.581813324048617,0.19461582555259183
heldout_deceptive_tail_20001,deceptive_tail,32,calibrated_lcb,24,8,56,0.606140679122841,0.17028847047836781
heldout_deceptive_tail_20001,deceptive_tail,32,conservative_stop_block,1,8,33,0.581813324048617,0.19461582555259183
heldout_deceptive_tail_20001,deceptive_tail,32,oracle_upper_bound,24,0,24,0.7764291496012088,0.0
heldout_deceptive_tail_20001,deceptive_tail,64,blind_more_rollouts,48,16,112,0.11419715001079105,0.6762529458574771
heldout_deceptive_tail_20001,deceptive_tail,64,audit_fewer_rollouts,1,16,65,0.5907540429327484,0.19969605293551973
heldout_deceptive_tail_20001,deceptive_tail,64,calibrated_lcb,48,16,112,0.5942865009597712,0.19616359490849689
heldout_deceptive_tail_20001,deceptive_tail,64,conservative_stop_block,1,16,65,0.5907540429327484,0.19969605293551973
heldout_deceptive_tail_20001,deceptive_tail,64,oracle_upper_bound,48,0,48,0.7904500958682681,0.0
heldout_deceptive_tail_20002,deceptive_tail,8,blind_more_rollouts,6,2,14,0.31552044377039673,0.4401180361812021
heldout_deceptive_tail_20002,deceptive_tail,8,audit_fewer_rollouts,1,2,9,0.5837218506392111,0.17191662931238771
heldout_deceptive_tail_20002,deceptive_tail,8,calibrated_lcb,6,2,14,0.7176483409204859,0.037990139031112924
heldout_deceptive_tail_20002,deceptive_tail,8,conservative_stop_block,1,2,9,0.5837218506392111,0.17191662931238771
heldout_deceptive_tail_20002,deceptive_tail,8,oracle_upper_bound,6,0,6,0.7556384799515988,0.0
heldout_deceptive_tail_20002,deceptive_tail,16,blind_more_rollouts,12,4,28,0.20262209147014032,0.5776362841750293
heldout_deceptive_tail_20002,deceptive_tail,16,audit_fewer_rollouts,1,4,17,0.5864788538671869,0.19377952177798274
heldout_deceptive_tail_20002,deceptive_tail,16,calibrated_lcb,12,4,28,0.6231022177948006,0.15715615785036907
heldout_deceptive_tail_20002,deceptive_tail,16,conservative_stop_block,1,4,17,0.5864788538671869,0.19377952177798274
heldout_deceptive_tail_20002,deceptive_tail,16,oracle_upper_bound,12,0,12,0.7802583756451696,0.0
heldout_deceptive_tail_20002,deceptive_tail,32,blind_more_rollouts,24,8,56,0.136197056935256,0.6668196985357615
heldout_deceptive_tail_20002,deceptive_tail,32,audit_fewer_rollouts,1,8,33,0.5845395937385558,0.21847716173246168
heldout_deceptive_tail_20002,deceptive_tail,32,calibrated_lcb,24,8,56,0.6060987854004808,0.19691797007053669
heldout_deceptive_tail_20002,deceptive_tail,32,conservative_stop_block,1,8,33,0.5845395937385558,0.21847716173246168
heldout_deceptive_tail_20002,deceptive_tail,32,oracle_upper_bound,24,0,24,0.8030167554710175,0.0
heldout_deceptive_tail_20002,deceptive_tail,64,blind_more_rollouts,48,16,112,0.10941729825935984,0.7114751991404844
heldout_deceptive_tail_20002,deceptive_tail,64,audit_fewer_rollouts,1,16,65,0.5919270239529073,0.22896547344693696
heldout_deceptive_tail_20002,deceptive_tail,64,calibrated_lcb,48,16,112,0.6173734344053196,0.2035190629945247
heldout_deceptive_tail_20002,deceptive_tail,64,conservative_stop_block,1,16,65,0.5919270239529073,0.22896547344693696
heldout_deceptive_tail_20002,deceptive_tail,64,oracle_upper_bound,48,0,48,0.8208924973998443,0.0
heldout_deceptive_tail_20003,deceptive_tail,8,blind_more_rollouts,6,2,14,0.32045263226545107,0.43022957127494943
heldout_deceptive_tail_20003,deceptive_tail,8,audit_fewer_rollouts,1,2,9,0.5804919432735539,0.17019026026684658
heldout_deceptive_tail_20003,deceptive_tail,8,calibrated_lcb,6,2,14,0.7157471243382314,0.034935079202169095
heldout_deceptive_tail_20003,deceptive_tail,8,conservative_stop_block,1,2,9,0.5804919432735539,0.17019026026684658
heldout_deceptive_tail_20003,deceptive_tail,8,oracle_upper_bound,6,0,6,0.7506822035404005,0.0
heldout_deceptive_tail_20003,deceptive_tail,16,blind_more_rollouts,12,4,28,0.20610727591460734,0.5690628473681428
heldout_deceptive_tail_20003,deceptive_tail,16,audit_fewer_rollouts,1,4,17,0.5793016060815419,0.19586851720120824
