episode,t,phase,p,exact_success_N16,mc_success_N16,abs_error_N16
40,16,post_shift,0.1875,0.014908490373009314,0.0142,0.0007084903730093135
40,17,post_shift,0.25625,0.035965020080236935,0.0376,0.001634979919763066
41,0,pre_shift,0.16875,0.028670376486637332,0.0312,0.0025296235133626666
41,1,pre_shift,0.15625,0.025568949049185857,0.0218,0.0037689490491858574
41,2,pre_shift,0.16875,0.03703849563607603,0.0372,0.00016150436392396716
41,3,pre_shift,0.13125,0.01406956169180136,0.0142,0.0001304383081986403
41,4,pre_shift,0.2125,0.02170360353802076,0.0222,0.0004963964619792427
41,5,pre_shift,0.13125,0.010389428823801837,0.0076,0.0027894288238018367
41,6,pre_shift,0.2,0.015594154695463224,0.0152,0.0003941546954632242
41,7,pre_shift,0.2625,0.003399829432939653,0.0032,0.00019982943293965277
41,8,pre_shift,0.43125,0.0009461119523687429,0.001,5.38880476312571e-05
41,9,post_shift,0.4375,1.8015607760810668e-06,0.0,1.8015607760810668e-06
41,10,post_shift,0.53125,4.368699597643643e-05,0.0,4.368699597643643e-05
41,11,post_shift,0.4375,2.4494287138022534e-06,0.0,2.4494287138022534e-06
41,12,post_shift,0.5,1.52587890625e-05,0.0,1.52587890625e-05
41,13,post_shift,0.475,1.390507650017066e-05,0.0,1.390507650017066e-05
41,14,post_shift,0.5,2.245327852067511e-05,0.0,2.245327852067511e-05
41,15,post_shift,0.54375,8.764187297912352e-05,0.0,8.764187297912352e-05
41,16,post_shift,0.5375,0.00013504255612827552,0.0004,0.0002649574438717245
41,17,post_shift,0.5125,0.0004109938382156337,0.0002,0.00021099383821563368
42,0,pre_shift,0.075,0.1122707382513691,0.1122,7.073825136910683e-05
42,1,pre_shift,0.0875,0.3761131319549383,0.3842,0.008086868045061701
42,2,pre_shift,0.05,0.19600771754618326,0.2036,0.00759228245381674
42,3,pre_shift,0.0375,0.1891649744342616,0.1928,0.0036350255657383868
42,4,pre_shift,0.075,0.16864896480071506,0.165,0.0036489648007150544
42,5,pre_shift,0.06875,0.42479045535917426,0.427,0.0022095446408257335
42,6,pre_shift,0.075,0.16059062534167973,0.1638,0.0032093746583202742
42,7,pre_shift,0.0875,0.05762739193621756,0.0542,0.0034273919362175637
42,8,pre_shift,0.11875,0.26766899102998215,0.2548,0.012868991029982124
42,9,post_shift,0.19375,0.3300690529973502,0.3244,0.005669052997350155
42,10,post_shift,0.175,0.17006608324842398,0.176,0.005933916751576007
42,11,post_shift,0.19375,0.3987444532895055,0.3938,0.0049444532895054905
42,12,post_shift,0.15625,0.4690817733887197,0.4664,0.0026817733887197215
42,13,post_shift,0.14375,0.4094718312733233,0.4106,0.0011281687266767038
42,14,post_shift,0.15,0.26521245448484926,0.2694,0.004187545515150715
42,15,post_shift,0.18125,0.3621018951515803,0.359,0.003101895151580325
42,16,post_shift,0.11875,0.4951174937112874,0.4972,0.0020825062887125934
42,17,post_shift,0.1875,0.5975001694958119,0.597,0.0005001694958118863
43,0,pre_shift,0.075,0.021629518595741595,0.027,0.005370481404258404
43,1,pre_shift,0.0375,0.04482822172013123,0.043,0.0018282217201312304
43,2,pre_shift,0.0625,0.07645535277412893,0.0802,0.0037446472258710617
43,3,pre_shift,0.0875,0.07812656521551667,0.0732,0.004926565215516668
43,4,pre_shift,0.05,0.010909263068647427,0.011,9.073693135257244e-05
43,5,pre_shift,0.13125,0.034520838782475693,0.0318,0.0027208387824756916
43,6,pre_shift,0.15,0.017340109187939746,0.018,0.0006598908120602522
43,7,pre_shift,0.1625,0.010043772379897464,0.0124,0.002356227620102536
43,8,pre_shift,0.21875,0.01787288852932952,0.019,0.0011271114706704784
43,9,post_shift,0.2875,0.000714487666333107,0.0004,0.00031448766633310703
43,10,post_shift,0.2375,0.017666262653957106,0.0174,0.00026626265395710697
43,11,post_shift,0.26875,0.013472722798281538,0.0132,0.00027272279828153764
43,12,post_shift,0.1875,0.018335590775911174,0.0182,0.00013559077591117352
43,13,post_shift,0.20625,0.039208292851095235,0.045,0.005791707148904764
43,14,post_shift,0.16875,0.048954265062966275,0.046,0.0029542650629662756
43,15,post_shift,0.1875,0.15919517245616452,0.1568,0.002395172456164524
43,16,post_shift,0.13125,0.15464288268845383,0.1524,0.0022428826884538233
43,17,post_shift,0.19375,0.2488835721412082,0.2492,0.0003164278587917957
44,0,pre_shift,0.1,0.1490237892086108,0.1464,0.0026237892086108106
44,1,pre_shift,0.13125,0.03975961312491941,0.0354,0.0043596131249194064
44,2,pre_shift,0.0625,0.020045703705289002,0.02,4.570370528900192e-05
44,3,pre_shift,0.09375,0.013728842366356013,0.0144,0.0006711576336439866
44,4,pre_shift,0.10625,0.07805389138176083,0.0792,0.001146108618239175
44,5,pre_shift,0.2125,0.01437005787068518,0.0128,0.00157005787068518
44,6,pre_shift,0.2375,0.013594439874600548,0.012,0.0015944398746005478
44,7,pre_shift,0.2625,0.0022610761761279272,0.003,0.0007389238238720728
44,8,pre_shift,0.3,0.01552775292239042,0.0146,0.0009277529223904197
44,9,post_shift,0.46875,0.0021920002893848576,0.0026,0.0004079997106151423
44,10,post_shift,0.6,0.0007172103047499905,0.0004,0.00031721030474999044
44,11,post_shift,0.625,0.00254294611056689,0.002,0.0005429461105668902
44,12,post_shift,0.46875,0.0019120333891846969,0.0024,0.0004879666108153029
44,13,post_shift,0.51875,0.0010197308582187048,0.0014,0.0003802691417812952
44,14,post_shift,0.5125,0.0012378741108681382,0.0012,3.787411086813826e-05
44,15,post_shift,0.45625,0.0029351832430582025,0.004,0.0010648167569417975
44,16,post_shift,0.475,0.0035955871968419272,0.0034,0.0001955871968419274
44,17,post_shift,0.46875,0.03768500339879272,0.0382,0.0005149966012072751
45,0,pre_shift,0.0875,0.1835334015839302,0.1756,0.007933401583930189
45,1,pre_shift,0.075,0.08268525922875988,0.0856,0.0029147407712401124
45,2,pre_shift,0.0625,0.20229886422125526,0.1966,0.005698864221255262
45,3,pre_shift,0.09375,0.3106809061849427,0.3136,0.002919093815057283
45,4,pre_shift,0.05625,0.35693292964049894,0.3506,0.006332929640498919
45,5,pre_shift,0.06875,0.43431027815474677,0.4478,0.01348972184525321
45,6,pre_shift,0.125,0.4937754119840212,0.4904,0.0033754119840211927
45,7,pre_shift,0.1125,0.4383829554568473,0.444,0.005617044543152705
45,8,pre_shift,0.1125,0.5283281304297847,0.5342,0.005871869570215349
45,9,post_shift,0.14375,0.2580215657596471,0.2612,0.003178434240352912
45,10,post_shift,0.15625,0.4946114276962763,0.493,0.001611427696276313
45,11,post_shift,0.1625,0.41873077218951327,0.4122,0.0065307721895132564
45,12,post_shift,0.20625,0.8576983162110177,0.8566,0.0010983162110176359
45,13,post_shift,0.13125,0.5413892967633811,0.5466,0.005210703236618874
45,14,post_shift,0.14375,0.6042979809589556,0.5994,0.00489798095895555
45,15,post_shift,0.15625,0.4281809342445589,0.4246,0.0035809342445589087
45,16,post_shift,0.11875,0.6181613919848682,0.6162,0.0019613919848682215
45,17,post_shift,0.2,0.6363205026430018,0.644,0.007679497356998244
46,0,pre_shift,0.08125,0.10949216042240606,0.1162,0.006707839577593938
46,1,pre_shift,0.125,0.11370138268801774,0.1162,0.002498617311982254
46,2,pre_shift,0.0875,0.053234077315520774,0.0502,0.0030340773155207723
46,3,pre_shift,0.1125,0.09619985490667686,0.0958,0.00039985490667686363
46,4,pre_shift,0.1,0.04159468573630547,0.0428,0.0012053142636945305
46,5,pre_shift,0.1,0.027604068958821858,0.0268,0.0008040689588218568
46,6,pre_shift,0.1625,0.015461891063065123,0.014,0.0014618910630651225
46,7,pre_shift,0.2,0.0012124440084993748,0.0012,1.2444008499374942e-05
46,8,pre_shift,0.325,0.002252949354867791,0.002,0.0002529493548677911
46,9,post_shift,0.425,0.0028070329690817017,0.0032,0.00039296703091829845
46,10,post_shift,0.38125,0.00047520987276806066,0.0002,0.0002752098727680606
46,11,post_shift,0.30625,0.0017412291529815454,0.0014,0.00034122915298154537
46,12,post_shift,0.30625,0.008838795724441746,0.0092,0.0003612042755582537
46,13,post_shift,0.3,0.001809827775840513,0.0014,0.0004098277758405129
46,14,post_shift,0.26875,0.005925508072547036,0.0048,0.0011255080725470368
46,15,post_shift,0.35625,0.0030347510654162827,0.0042,0.001165248934583717
46,16,post_shift,0.325,0.0005081046743018501,0.0002,0.00030810467430185016
46,17,post_shift,0.3,0.004289799121003326,0.0036,0.0006897991210033259
47,0,pre_shift,0.05,0.18525136692761776,0.1898,0.0045486330723822355
47,1,pre_shift,0.075,0.22431817160371037,0.218,0.006318171603710371
47,2,pre_shift,0.05625,0.18835718613716698,0.1848,0.00355718613716699
47,3,pre_shift,0.09375,0.22584173666985058,0.2228,0.003041736669850581
47,4,pre_shift,0.0625,0.29651159266047694,0.2982,0.0016884073395230792
47,5,pre_shift,0.06875,0.29583022113465507,0.2986,0.0027697788653449074
47,6,pre_shift,0.13125,0.17046089169303483,0.1678,0.0026608916930348225
47,7,pre_shift,0.15,0.03401380414703803,0.0306,0.0034138041470380305
47,8,pre_shift,0.16875,0.01567041294585948,0.0174,0.0017295870541405196
47,9,post_shift,0.4375,0.017818506953866945,0.0206,0.002781493046133055
47,10,post_shift,0.3,0.012887408283334907,0.0142,0.0013125917166650937
47,11,post_shift,0.28125,0.08807763510095198,0.089,0.0009223648990480116
47,12,post_shift,0.34375,0.03150075629850598,0.0308,0.0007007562985059806
47,13,post_shift,0.35,0.02429408432771158,0.0244,0.00010591567228842094
47,14,post_shift,0.3625,0.07291549759853717,0.0744,0.00148450240146282
47,15,post_shift,0.33125,0.044659907727376075,0.0432,0.0014599077273760724
47,16,post_shift,0.33125,0.018530891610748383,0.0192,0.0006691083892516152
47,17,post_shift,0.34375,0.059091482168056805,0.0562,0.0028914821680568054
